"Time","Type","Date","Owner.operator","Registration","MSN","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","Year.of.manufacture","detail_link"
"04:46","    Airbus A330-202","Friday 17 March 2000","Canada 3000","C-GGWA","205","General Electric CF6-80E1A4","0 / Occupants:","0","Minor, repaired","Accident","Vancouver International Airport, BC (YVR) -   Canada","Take off","Passenger - Scheduled","Vancouver International Airport, BC (YVR/CYVR)","Calgary International Airport, AB (YYC/CYYC)"," TSB","Information verified through data from accident investigation authorities","Canada 3000 flight 775 departed runway 08R at Vancouver International Airport, Canada. On the take-off rotation a passenger reported hearing a loud noise and seeing something fly off the aircraft. The pilot conducted a visual inspection and determined that the left engine cowling had blown off. ATC became aware of the problem when flight CDN513 departed one minute behind the A330 and reported running over debris on the runway in the vicinity of the intersection to runway 12. Both runway 12 and runway 08R were then closed for inspection and for removal of debris.  The A330 returned to Vancouver and landed safely on runway 08L at 21:28. After landing it appeared that the cowling had struck several other parts of the aircraft causing a 5 foot gash in the upper wing skin; and a twisting of the engine pylon that required replacement.Accident investigation:   Investigating agency: TSB Report number: A00P0040 Status: Investigation completedDuration: 1 year and 10 monthsDownload report:  Final report Sources: CADORS 2000P0154  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1998","https://aviation-safety.net/database/record.php?id=20000317-7"
"18:02","    Dassault Falcon 900","Friday 17 March 2000","BP Amoco Corporation","N814M","155Â ","Honeywell TFE731-5BR-1C","0 / Occupants: 4","0","Substantial, repaired","Accident","Hyannis-Barnstable Airport, MA (HYA) -   United States of America","Landing","Executive","New York-La Guardia Airport, NY (LGA/KLGA)","Hyannis-Barnstable Airport, MA (HYA/KHYA)"," NTSB","Accident investigation report completed and information captured","Touched down about 2,640 feet down the 5,425-foot long runway 24. The airplane impacted the localizer antenna, went through a fence, crossed a 2-lane road, struck 3 vehicles, continued into a parking lot, impacting concrete barriers. PROBABLE CAUSE: ""The flightcrew's inadequate coordination and improper weather evaluation. Also causal was the captain's improper decision to continue the approach to a runway with insufficient length and his failure to obtain the proper touch down point on the runway. A factor in the accident was the tailwind conditions and the ice and snow covered runway. ""Accident investigation:   Investigating agency: NTSB Report number: NYC00FA092 Status: Investigation completedDuration: 1 year Download report:  Final report Sources: Midcoast technicians give new life to wrecked Falcon / AIN  NTSB   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1995Total airframe hrs:2293 hours","https://aviation-safety.net/database/record.php?id=20000317-3"
"10:47","    Embraer EMB-110P1A Bandeirante","Friday 17 March 2000","Skypower Express Airways","5N-AXM","110446","Pratt & Whitney Canada PT6A-34","0 / Occupants: 6","0","Destroyed, written off","Accident","1,2 km from Kaduna Airport (KAD) -   Nigeria","Approach","Passenger - Non-Scheduled/charter/Air Taxi","Abuja International Airport (ABV/DNAA)","Jos Airport (JOS/DNJO)"," AIPB","Accident investigation report completed and information captured","On the day of the accident, the Embraer Bandeirante aircraft was engaged in a charter operation for the Central Bank of Nigeria. The first segment of the flight from Lagos (LOS) to Abuja (ABV) was flown by the Commander. The aircraft departed Lagos about 06:30 hours UTC and initially at cruise, the crew had a momentary problem setting power on the starboard engine after which the flight continued normally to Abuja.  The aircraft which departed Abuja for Jos (JOS) at 09:00 hours UTC first officer at the controls. At FL 90 and about 30NM from Abuja, the crew again had problems with the cruise power setting on the starboard engine. The torque remained at 1400. The crew retarded the right power lever to the minimum with the aim of achieving a cruise setting of 1300 but the gear warning came on. The Commander at this stage took over the controls from the first officer. At 09:23 hours UTC, the aircraft contacted Kaduna Tower that it would be diverting to Kaduna (KAD) giving its flight level as 90 at a distance of 61 miles and estimating TMA at 24 miles, 'KC' at 41 miles, 6 souls on board and 5 hours endurance at departure. The tower then gave the aircraft an inbound clearance to 'KC' locator maintaining FL 90 and to expect no delay for a locator approach runway 05. Weather report at 09:00 hours UTC was also passed to the aircraft as wind 090/05 knots, QNH 1014 and temperature 30Â°C. At 09:28 hours UTC the airplane at about 42 miles, speed between 150-160 kts, requested descent and was cleared to 4,500ft, QNH 1014. At about 09:35 hours UTC, the pilots contacted tower that they would make a single engine approach because they were having problems controlling power on the starboard engine and it would be shut down.  The commander then reviewed the single engine approach with the first officer estimating 4,500 ft at 8NM. Approaching 4,500 ft at 11 NM, the crew initiated right engine shut down after which the speed was decayed from 150 to 140 kts. At 09:46 hours UTC, the pilot reported 6nm final and field in sight while the tower requested him to report 4 miles final. The controller reported having the aircraft in sight and subsequently cleared it to land on runway 05 giving wind as north easterly 06 knots. Descending at 500ft/min, the commander requested for 25% of flap when the first officer selected full flap. When the aircraft was at 2,700 ft high, the speed had already decayed to between 100 - 110 kts. The crew applied full power on the port engine to arrest the speed decay but to no avail. The pilot was trying to correct the descent rate, speed decay and the asymmetry when the stall warning came on.  The aircraft belly landed and struck the new VOR/DME site being constructed about 1175 m from the threshold of runway 05. PROBABLE CAUSE: ""The probable cause of this accident was the poor handling by the crew of the one-engine inoperative approach.""Accident investigation:   Investigating agency: AIPB Report number: 04/375 Status: Investigation completedDuration: 1 year Download report:  Final report Sources: ICAO Adrep File : 00000870   Location  Images: photo (c) AIPB Nigeria; Kaduna Airport (KAD); March 2000 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1984Total airframe hrs:10926 hours","https://aviation-safety.net/database/record.php?id=20000317-2"
"12:30","    Douglas C-47A-5-DK Dakota 3 (DC-3C)","Friday 17 March 2000","Points North Air Services","C-FNTF","12344","Pratt & Whitney R-1830","2 / Occupants: 2","0","Destroyed, written off","Accident","Ennadai Lake Airport, NU (YEI) -   Canada","Landing","Cargo","Points North Landing Airport, SK (YNL/CYNL)","Ennadai Lake Airport, NU (CWJC)"," TSB","Accident investigation report completed and information captured","The DC-3 was chartered to transport building materials to Ennadai Lake and was on the second flight of the day. The ice strip on the lake was 2700 feet approximate in length, 150 feet wide. The aircraft was observed to touch down nearly halfway along the ice strip, the tail of the aircraft remained in the air, and the aircraft took off almost immediately. The main landing gear was seen to retract. The aircraft reached the end of the runway then abruptly entered a steep, nose-up attitude, banked sharply to the left, turned left, and descended into the ice. The left wing made first contact with the ice. The aircraft rotated around the left wing and struck the ice in a steep, nose-down attitude about 400 feet from the end of the ice strip. FINDINGS AS TO CAUSES AND CONTRIBUTING FACTORS: - The pilot lost control of the aircraft while conducting a go-around from a balked landing on an ice strip. - The aircraft's centre of gravity (C of G) on the accident flight was beyond the aft C of G limit. - The actual C of G of the aircraft at basic operating weight was 16.7 inches aft of the C of G provided in the weight and balance report. - The load sheet index number used by the crew was inaccurate. - The stack of 2x4 lumber was inadequately secured and may have shifted rearward during the go-around. - The crew did not recalculate the aircraft's weight and balance for the second flight. - Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air. - The captain's carboxyhaemoglobin level was 17.9 per cent, which may have adversely affected his performance, especially his decision making and his visual acuity.Accident investigation:   Investigating agency: TSB Report number: TSB Report A00C0059 Status: Investigation completedDuration: 1 year Download report:  Final report Sources:  Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1944","https://aviation-safety.net/database/record.php?id=20000317-1"
"09:30","    de Havilland Canada DHC-6 Twin Otter 300","Friday 17 March 2000","AeroPerlas","HP-1267APP","624","Pratt & Whitney Canada PT6A-27","10 / Occupants: 10","0","Destroyed, written off","Accident","near Carreto -   Panama","En route","Passenger - Scheduled","Panama City Albrook-Marcos A. Gelabert International Airport (PAC/MPMG)","Puerto Obaldia Airport (PUE/MPOA)",NA,"Information is only available from news, social media or unofficial sources","The AeroPerlas Twin Otter departed Aeropuerto Marcos A. Gelabert at 08:46 for a flight of about 55 minutes to Puerto Obaldia. The aircraft disappeared some 20 minutes prior to the ETA. En route altitude was 7500 feet and weather conditions allowed VFR. At first the aircraft was thought to have been hijacked to Colombia. On March 22 however a search party aboard HP-1355 found the wreckage on a mountainside 12.5nm from Puerto Obaldia at 11:35. The wreckage was found at the 2500 feet level of a 2790 feet high mountain.Sources: Diario El Universal de PanamÃ¡   Location  Images: photo (c) via Werner Fischdick; Farnborough Airport (FAB); September 1990 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1979","https://aviation-safety.net/database/record.php?id=20000317-0"
"19:10 LT","    Beechcraft 1900","Saturday 18 March 2000","Gulfstream International Airlines","N199GA","UB-13","P&W PT6A-65B","0 / Occupants: 23","0","Minor","Accident","MIAMI, Florida -   United States of America","Unknown","Unknown","NASSAU         , OF (MYNN)","(KMIA)"," NTSB","Accident investigation report completed and information captured","The crew stated they were receiving marshalling instructions while taxiing the aircraft to parking during heavy rain. They said the ramp area was dark and the aircraft's taxi, navigation and tail floodlights were illuminated, and the windshield wipers were operating. The captain said that during taxi, the yellow guideline into the ramp area was very difficult to see, but he was taxiing the aircraft within 10 feet of the line. Both crewmembers said they never saw the tug until after the collision, and when the aircraft door was opened, they realized that the baggage vehicle had collided with their aircraft. The police report showed that the pilot had said in his initial report, that he felt as if the left wing had been pushed hard and he had observed that the aircraft's left propeller and wing, as well as the rear baggage carts were damaged. The police report also showed that the baggage cart had been equipped with no lights, only reflectors, and that the distance from the center of the yellow taxi line to the impact point where the debris lay was about 30 feet. In addition, a ramp control incident report showed that in addition to the debris being located 30 feet from the yellow line, the debris was also located 73 feet from the aircraft containment line. The tug driver stated that he had been driving as close to the fuchsia (red) line as was possible, when the collision occurred. The ramp supervisor who was marshalling the aircraft and witnessed the collision stated that he was 100 feet away, and observed that the tug and cart was coming from the left side of the aircraft, trying to cross the taxiway from one side to the other, and the tug driver did not notice the aircraft taxiing in, and tried to avoid hitting the aircraft by making a turn to the left, but he hit the airplane with the cart, causing damage to the airplane's left wing and propeller. Probable Cause: Inadequate visual lookout by the driver of the vehicle.Accident investigation:   Investigating agency: NTSB Report number: MIA00LA115 Status: Investigation completedDuration: 1 year 1 monthDownload report:  Final report Sources: NTSB MIA00LA115 Revision history:Date/timeContributorUpdates16-Oct-2022 03:59 ASN Update Bot Added Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1984Total airframe hrs:29864 hours","https://aviation-safety.net/wikibase/299220"
"15:40","    Airbus A320-211","Sunday 19 March 2000","TAP Air Portugal","CS-TNG","945","CFMI CFM56-5A1","0 / Occupants: 0","0","Substantial","1.1 at https://assets.publishing.service.gov.uk/media/5422f036e5274a13140002cf/dft_avsafety_pdf_501640.pdf  2. https://www.planespotters.net/airframe/Airbus/A320/945/CS-TNG-TAP-Air-Portugal  3. http://www.airfleets.net/ficheapp/plane-a320-945.htm History of this aircraft Other occurrences involving this aircraft ï»¿  5 March 2019 CS-TNG TAP Air Portugal 0 Lisboa-Humberto Delgado Airport (LIS/LPPT) non Media:CS-TNG A320 TAP Portugal: Revision history:Date/timeContributorUpdates27-Jun-2009 11:24 Anon. Added 25-May-2013 23:11 Dr. John Smith Updated [Destination airport, Embed code, Narrative, ]25-May-2013 23:12 Dr. John Smith Updated [Narrative, ]07-Jul-2016 19:02 Dr.John Smith Updated [Destination airport, Source, Embed code, ]07-Jul-2016 19:21 Dr.John Smith Updated [Embed code, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","Stand F8, Terminal 2, London Heathrow Airport -   United Kingdom","Standing","Passenger - Scheduled","","London Heathrow Airport (LHR/EGLL)"," AAIB","Accident investigation report completed and information captured","The aircraft had just arrived on Stand F8. The driver of a box van was trying to manoeuvre his vehicle along the interstandclearway, which was congested with other vehicles. The driver indicated that he was momentarily dazzled by a reflection of the sun from the windows of the terminal building, as he drove onto the stand area and the top left corner ofthe van struck the right wing tip fence from behind. Damages: Right wing tip fence damaged.Accident investigation:   Investigating agency: AAIB Report number:  Status: Investigation completedDuration: Download report:  Final report Sources: 1. AAIB UK Bulletin No: 5/2000, Ref: EW/G2000/03/13,","1998","https://aviation-safety.net/wikibase/65999"
"","    Antonov An-26B","Sunday 19 March 2000","United Nations - UN, lsf Air Urga","UR-26586","13805","Ivchenko AI-24VT","0 / Occupants: 10","0","Destroyed, written off","Accident","Goma Airport (GOM) -   Congo (Democratic Republic)","Approach","Cargo","","Goma Airport (GOM/FZNA)",NA,"Information is only available from news, social media or unofficial sources","With about 1 km to go before touchdown at Goma, the Antonov encountered windshear. The pilot executed a go around procedure but the aircraft's descent could not be arrested. It belly landed left of the runway.Sources: ICAO Adrep File : 00000860  Michel/Scramble   Location  Images: photo (c) Christian Gerlach, via Werner Fischdick; Larnaca Airport (LCA); March 1996 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1984","https://aviation-safety.net/database/record.php?id=20000319-0"
"07:31 LT","    Dornier 328-100","Monday 20 March 2000","Air Wisconsin","N329MX","3049","P&W PW119C","0 / Occupants: 24","0","Substantial","Accident","Denver International Airport, CO (DEN/KDEN) -   United States of America","Unknown","Passenger - Scheduled","BISMARCK       , ND (KBIS)","Denver International Airport, CO (DEN/KDEN)"," NTSB","Accident investigation report completed and information captured","During the approach, the flight crew confirmed the landing gear was down and locked. The first officer landed the airplane on runway 35L in a slight left crosswind. When the airplane touched down, the landing gear warning horn sounded. The right main and nose landing gears retracted, and the airplane slid to a halt on the right side of the runway. According to the flight data recorder, the landing gear was extended and indicated down and locked (source data is the position of the nose landing gear). The nose landing gear became ""unlocked"" (i.e., unsafe) 2 seconds after the radio altitude reached 0 feet. Hydraulic pressure dropped to approximately 2,700 psi momentarily, then returned to normal (about 3,000 psi). The following items were subjected to various tests and no anomalies were noted: proximity switch electronics unit (PSEU), right main landing gear harness and proximity switches, landing gear selector valve, hydraulic pressure sensing valve, landing gear control assembly. Hydraulic fluid samples drawn from the filter pack, right main landing gear down lock assist actuator, and the return line for the landing gear selector valve were analyzed. No significant anomalies were noted. Partial systemic wiring tests were unremarkable. Probable Cause: uncommanded retraction of the nose and right main landing gears during landing roll for reasons undetermined.Accident investigation:   Investigating agency: NTSB Report number: DEN00FA063 Status: Investigation completedDuration: 1 year and 7 monthsDownload report:  Final report Sources: NTSB DEN00FA063 Revision history:Date/timeContributorUpdates16-Oct-2022 03:58 ASN Update Bot Added Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1996Total airframe hrs:7596 hours","https://aviation-safety.net/wikibase/299215"
"19:43 LT","    Boeing 727-23","Monday 20 March 2000","Aviandina Airlines","OB-1731","18432/43",NA,"0 / Occupants:","0","Substantial","Accident","Arequipa Airport (AQP) -   Peru","Landing","Unknown","","AQP",NA,"Information verified through data from accident investigation authorities","An Aviandina Airlines Boeing 727-23 landed with the right main landing gear retracted at Arequipa Airport, Peru. The aircraft sustained substantial damage but no injuries occurred. Sources: NTSB DCA00WA039 Revision history:Date/timeContributorUpdates25-Mar-2023 11:46 ASN Update Bot Added 05-Aug-2023 17:25 harro Updated Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":5,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1964","https://aviation-safety.net/wikibase/309652"
"19:14","    Saab 340B","Tuesday 21 March 2000","American Eagle Airlines","N353SB","340B-353","General Electric CT7-9B","0 / Occupants: 36","0","Substantial, written off","Accident","Killeen Municipal Airport, TX (ILE) -   United States of America","Landing","Passenger - Scheduled","Dallas/Fort Worth International Airport, TX (DFW/KDFW)","Killeen Municipal Airport, TX (ILE/KILE)"," NTSB","Accident investigation report completed and information captured","The captain was the flying pilot for the night landing on runway 01 in IMC, with a right cross wind from 110 degrees at 14 gusting 18 knots, drizzle, and a wet runway. Prior to starting the approach, the flightcrew determined that the landing approach speed (Vref) and the approach speed (Vapp) were 122 and 128 knots, respectively. The airplane flying on autopilot passed the middle marker at 200 feet AGL at 130 knots on the ILS approach. Approximately 3 seconds after the first officer called ""runway in sight twelve o'clock,"" the captain disconnected the autopilot, while at a radio altitude of 132 feet and on a heading of approximately 18 degrees. Within approximately 11 seconds after the autopilot disconnect, the glideslope and localizer deviation increased. The first officer called ""runway over there."" Approximately 5 seconds before touchdown, the airplane rolled right, then left, then right. The airplane crossed the threshold at an altitude of 35 feet and 130 knots and touched down 2,802 feet from the approach end of the 5,495-foot runway (844-foot displaced threshold) at 125 knots. The Saab 340 overran the runway and struck a ditch 175 feet beyond the departure end of the runway. The aircraft was reportedly considered damaged beyond repair and used for spares. PROBABLE CAUSE: ""The captain's failure to follow standard operating procedure for landing on a contaminated ruway in that he touched down long, which combined with his delayed braking resulted in a runway overrun.  Contributing factors were the captain's failure to maintain runway alignment following his disconnect of the autopilot, the gusty crosswind and the wet runway.  In addition, the following were contributing factors: (1) the airport operator's failure to fill in a ditch in the runway safety area, (2) the FAA's granting of 14 CFR Part 139 approval to the airport when the runway safety area (RSA) did not meet the recommended length for a Part 139 airport, and (3) the FAA's continued lack of acknowledgement to the airport of the inadequate RSA following their annual airport inspection checks.""Accident investigation:   Investigating agency: NTSB Report number: FTW00FA101 Status: Investigation completedDuration: 2 years and 2 monthsDownload report:  Final report Sources: NTSB   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","1993Total airframe hrs:11976 hours","https://aviation-safety.net/database/record.php?id=20000321-0"
