"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","detail_link"
"14:30","    Airbus A320-232","Sunday 12 February 2012","TAM Linhas AÃ©reas","PR-MAR","1888","2002","IAE V2527-A5","0 / Occupants:","0","None","Unlawful Interference","Porto Alegre-Salgado Filho International Airport, RS (POA) -   Brazil","En route","Passenger - Scheduled","Montevideo-Carrasco Airport (MVD/SUMU)","SÃ£o Paulo-Guarulhos International Airport, SP (GRU/SBGR)",NA,"Information is only available from news, social media or unofficial sources","An Airbus A320-232 of TAM Linhas AÃ©reas was diverted to Porto Alegre-Salgado Filho International Airport (POA/SBPA), Brazil after an unruly passenger had entered the cockpit. TAM flight JJ8047 was en route between Montevideo (MVD), Uruguay and Sao Paulo-Guarulhos (GRU), Brazil when a 28-year old male passenger reportedly entered the cockpit an hour into the flight. It took several people to subdue the suspect. The suspect was arrested after the plane diverted to Porto Alegre, were it landed at 14:30. Police say the unruly passenger suffered a ""psychotic attack.""Sources: CidadeVerde.com  Correio Do Povo  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":56,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120212-1"
"13:00","    Gulfstream G-IV","Sunday 12 February 2012","Katanga Express, lsf Trident Aviation Services","N2SA","1104","1989","Rolls-Royce Tay 610-8","4 / Occupants: 12","2","Destroyed, written off","Accident","Bukavu-Kavumu Airport (BKY) -   Congo (Democratic Republic)","Landing","Executive","Goma Airport (GOM/FZNA)","Bukavu-Kavumu Airport (BKY/FZMA)",NA,"Information is only available from news, social media or unofficial sources","A Gulfstream G-IV corporate jet, N2SA, sustained substantial damage in a runway excursion accident at Bukavu-Kavumu Airport (BKY), D.R. Congo. Both pilots and two passengers were killed in the accident. Two farmers died after being struck by the jet. The passengers that were killed were identified as former governor of Katanga, Katumba Mwanke and Oscar Gema di Mageko, the national deputy of the Lukunga District. The latter died of his injuries on February 27. The Finance Minister Matata Ponyo and the governor of South Kivu, Marcelin Cishambo were seriously injured in this accident. Also on board was Antoine Ghonda, ambassador to President Kabila and former foreign minister of the D.R.C. The airplane operated on a flight from Kinshasa to Bukavu with an en route stop at Goma to enplane passengers and to refuel. The airplane touched down some 1200 meters down the 2000 m long runway. The airplane failed to stop on the runway. It continued past the end of the runway and went down an embankment. It broke in two. There was no fire. Accident photos show flaps down and thrust reversers on both engines activated.Sources: Radio Okapi  Reuters  Digital Congo   Location  Images: photo (c) Joel Holm; Bukavu-Kamenbe Airport (BKY/FZMA); 12 February 2012 photo (c) Joel Holm; Bukavu-Kamenbe Airport (BKY/FZMA); 12 February 2012 photo (c) Joel Holm; Bukavu-Kamenbe Airport (BKY/FZMA); 12 February 2012 photo (c) Joel Holm; Bukavu-Kamenbe Airport (BKY/FZMA); 12 February 2012 photo (c) Nico van den Belt; ZÃ¼rich-Kloten Airport (ZRH/LSZH); August 2004 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120212-0"
"11:08","    Saab 2000","Monday 13 February 2012","Carpatair","YR-SBK","2000-033","1996","Allison AE2100A","0 / Occupants: 55","0","Substantial, written off","Accident","Craiova Airport (CRA) -   Romania","Take off","Passenger - Scheduled","Craiova Airport (CRA/LRCV)","Timisoara Airport (TSR/LRTR)"," CIAS","Accident investigation report completed and information captured","A Saab 2000 turboprop passenger plane sustained damage in a runway excursion accident at Craiova Airport, Romania. Carpatair flight 2385 to Timisoara Traian Vuia International Airport veered off runway 09 and hit a one metre high snowbank during takeoff.  There was low to medium snowfall at the time of the accident and the runway surface was covered with a layer dry snow. The causes of the event 1. Human error generated by: 1.1. The take-off conditions exceeded the training level of the crew. 1.2. Change of take-off procedure, without prior training. 2. Favorable cause: improper snow removalMETAR: 09:00 UTC / 11:00 local time: METAR LRCV 130900Z 08004KT 0500 SN FZFG SCT002 BKN004 OVC006 M06/M07 Q1016 09492093=Accident investigation:   Investigating agency: CIAS Report number: A13-08 Status: Investigation completedDuration: 1 year and 9 monthsDownload report:  Final report Sources: Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120213-2"
"10:40","    Airbus A320-214","Monday 13 February 2012","Airphil Express","RP-C3227","2183","2004","CFMI CFM56-5B4/P","0 / Occupants: 142","0","Minor, repaired","Accident","Kalibo Airport (KLO) -   Philippines","Landing","Passenger - Scheduled","Manila-Ninoy Aquino International Airport (MNL/RPLL)","Kalibo Airport (KLO/RPVK)",NA,"Accident investigation report completed and information captured","An Airphil Express Airbus A320-214 from Manila overran runway 23 in fair weather conditions while landing at Kalibo Airport. No injuries were reported among the 142 passengers and crew on board. The aircraft came to rest at a grassy portion of the stopway about 56 meters from the end of runway 23. The aircraft did not sustain significant damage. PROBABLE CAUSE The Aircraft Accident Investigation and Inquiry Board determined that the probable cause of this accident was: - CAUSE FACTOR - Primary Cause Factor a. Failure of the flight crew to discontinue the approach even though prevailing conditions suggest that a missed approach should have been more appropriate. (Human Factor) - Contributory Factor a. The decision of the Pilot Flying to take runway 23 at less than 4 DME putting them at a high work load that resulted to late configuration of the aircraft. (Human Factor)Sources: Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":55,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120213-1"
"22:00","    Learjet 55","Monday 13 February 2012","Jet ICU Air Ambulance Service","N75LJ","55-065","1982",NA,"0 / Occupants: 3","0","Substantial, written off","Accident","Brooksville-Hernando County Airport, FL -   United States of America","Take off","Ferry/positioning","Brooksville-Hernando County Airport, FL (KBKV)","Houston-William P. Hobby Airport, TX (HOU/KHOU)",NA,"","During an aborted takeoff due to loss of directional control, the aircraft, a Learjet 55, N75LJ, sustained damage when it departed runway 27 at Hernando County Airport (KBKV), in Brooksville, Florida. The three crew members on board the aircraft were not injured.Sources: Tampa Bay Times   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120213-0"
"13:59","    Airbus A319-111","Tuesday 14 February 2012","easyJet","G-EZFV","4327","2010","CFMI CFM56-5B5/3","0 / Occupants: 148","0","Minor, repaired","Accident","London-Luton Airport (LTN) -   United Kingdom","Landing","Passenger - Scheduled","Faro Airport (FAO/LPFR)","London-Luton Airport (LTN/EGGW)"," AAIB","Accident investigation report completed and information captured","An Airbus A319-111 passenger plane was involved in a landing accident at London-Luton Airport (LTN), United Kingdom. There were no injuries among the 142 passengers and six crew members. The aircraft was on a scheduled flight to London-Luton Airport (LTN), from Faro Airport (FAO) Portugal. The pilot flying (PF) was a captain-under-training, occupying the left seat; the right seat was occupied by a training captain, who was the commander of the aircraft.  The aircraft was given an early radar vector towards the final approach track to runway 26 and the PF increased the rate of descent to close the correct descent profile from above.  The aircraft was then allocated a heading of 220Â°M, cleared to intercept the localiser and, once established, to descend on the glidepath. The PF realised that the aircraft would be high and configured the aircraft with flap 2 and the landing gear down, to capture the 3Â° glideslope from above. He armed the localiser mode and then attempted to arm the approach mode but inadvertently selected the EXPED pushbutton. The expedite climb mode engaged but, to prevent a climb or any mode confusion and to regain the correct profile, the PF disconnected the autopilot and the autothrust. The aircraft passed through the localiser and ATC issued a revised heading to enable the aircraft to intercept from the south.  The PF decided to continue flying the approach manually and the aircraft was established on the localiser at 5.5 nm. It was configured for landing, with full flap, at 5 nm. Landing clearance was issued, with a reported surface wind of 320Â°/15 kt. A subsequent wind check of 320Â°/16 kt was broadcast three minutes before touchdown. The wind conditions were gusty and gave rise to some turbulence on the approach.  Stabilised approach criteria were met at 1,000 ft and 500 ft radio altitude (RA). The VAPP (final approach) speed was 129 kt and at 50 ft RA the approach remained stable. Just below 50 ft there was a small nose-up pitch input followed by two nose-down inputs and, below 50 ft, the flight data indicated an increasing rate of descent from about 600 fpm to about 850 fpm. The data also showed that, below 100 ft RA, there were some left and right roll control inputs.  Below 30 ft, over the runway, both pilots sensed that the aircraft was sinking rapidly and both initiated a TOGA 10 go-around. The PF momentarily retarded the thrust levers to idle before advancing them to the TOGA (Takeoff and Go-around) position. At the same time, he made a full forward sidestick input, within one second, which was then rapidly reversed to full aft sidestick. As the PF made the forward sidestick input, the commander initiated an aft sidestick input which reached the full aft position within one second.  He followed through the PF, pushing the thrust levers fully forward and announced ""I HAVE CONTROL"". The aircraft made firm contact with the runway at 2.99g and a 12.5 ft/sec rate of descent. It touched down on all three landing gear legs simultaneously, before lifting off and starting to climb. During this phase the PF relinquished control and reverted to the PNF role. The commander remained as the PF, completed the go-around and subsequently carried out an uneventful landing on the same runway. There were no reported injuries. CONCLUSION: ""Both pilots responded to an increased rate of descent approaching touchdown and each initiated a TOGA 10 go-around.  Their initial sidestick inputs were in opposition and, without the use of the takeover sidestick pushbutton, the net effect was a pitch-down control input.  If the commander had operated the sidestick takeover pushbutton, his nose-up pitch input would not have been counteracted by the nose-down input of the Capt U/T. In the event, his control input reduced the effect of the nose-down input made by the Capt U/T.""Accident investigation:   Investigating agency: AAIB Report number: EW/C2012/02/03 Status: Investigation completedDuration: 11 monthsDownload report:  Final report Sources:  Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120214-0"
"02:32","    Swearingen SA227-AT Merlin IVC","Wednesday 15 February 2012","Toll Aviation","VH-UZA","AT-502",NA,"Garrett TPE331","0 / Occupants: 2","0","Substantial","Accident","Brisbane International Airport, QLD (BNE/YBBN) -   Australia","Approach","Test","Brisbane International Airport, QLD (BNE/YBBN)","Brisbane International Airport, QLD (BNE/YBBN)"," ATSB","Information verified through data from accident investigation authorities","At 01:27 local time, an SA227-AT Merlin IVC aircraft, registered VH-UZA, departed from Brisbane Airport for a test flight following maintenance. There were two pilots and no passengers on board. While returning to the airport, the crew advised air traffic control that they had a landing gear problem.  The crew conducted two fly-overs of the airport to allow maintenance engineers to observe the aircraft, and the engineers confirmed that the landing gear was still retracted. The crew decided to land the aircraft with the landing gear retracted, and a full emergency was declared.  The aircraft belly landed at 02:32.  Both pilots escaped unhurt. The ATSB found that an electrical wire to the landing gear selector valve had separated at a connector adjacent to its terminal preventing normal operation of the landing gear to the down position. The investigation also identified an out of rig condition in the landing gear emergency extension system, which prevented correct operation of that system. Factors including the maintenance practices by a number of personnel and inconsistent maintenance documentation contributed to the existence of the defects. Contributing factors â¢ The proximity of the landing gear selector valve electrical wiring loom to the external hydraulic power connectors within the left engine nacelle on Fairchild SA227-AT Metro aircraft resulted in the âdown selectionâ wire being damaged during routine maintenance activities [Safety issue]. â¢ The separation of the âdown selectionâ wire interrupted the supply of electrical power to the down solenoid, preventing extension of the landing gear in the normal operating mode. â¢ The maintenance practices by a number of personnel prior to the occurrence resulted in missed opportunities to identify an out of rig cable within the landing gear emergency extension system. â¢ The landing gear did not extend in the emergency extension mode in-flight due to the out of rig cable preventing correct actuation of the by-pass and shut-off valves. â¢ The flight crew were unable to extend the landing gear using the normal and emergency extension procedures, resulting in the need for a gear-up landing. Other factors that increased risk â¢ The manufacturerâs operational and maintenance documentation suite contained inconsistencies in some procedures. Other findings â¢ The crew conducted the emergency procedures to extend the landing gear in a manner that should have allowed the landing gear to extend. â¢ The low-level fly-past provided for independent confirmation that the landing gear was fully retracted and the gear doors closed.Accident investigation:   Investigating agency: ATSB Report number: AO-2012-024 Status: Investigation completedDuration: Download report:  Final report Sources: http://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-024.aspx  http://www.heraldsun.com.au/travel/news/light-plane-belly-flops-at-brisbane-airport-closing-main-runway-expect-delays/story-fn32891l-1226271375138 Images: Photo: ATSB Revision history:Date/timeContributorUpdates15-Feb-2012 03:36 harro Added 15-Feb-2012 03:40 harro Updated [Narrative, ]15-Feb-2012 04:01 RobertMB Updated [Aircraft type, Narrative, ]16-Feb-2012 09:49 harro Updated [Aircraft type, Narrative, ]31-Aug-2014 19:50 Aerossurance Updated [Narrative, ]29-Sep-2014 17:52 Aerossurance Updated [Narrative, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/143735"
"13:08 LT","    Embraer EMB-120","Thursday 16 February 2012","Arctic One LLC","N1110J","120.110","1988","Pratt & Whitney Canada PW118","0 / Occupants: 2","0","Substantial","Accident","Iliamna, Alaska -   United States of America","En route","Unknown","Anchorage-Ted Stevens International Airport, AK (ANC/PANC)","Iliamna Airport, AK (ILI/PAIL)"," NTSB","Accident investigation report completed and information captured","On February 16, 2012, at about 1308 local time, Everts Air Cargo flight 1291, an Embraer EMB-120, N1110J,Â experienced an uncommanded pitch down while descending into Iliamna Airport (KILI), Iliamna, Alaska. There were no injuries to the 2 crewmembers onboard but the airplane sustained substantial damage. The flight was operating under 14 CFR Part 121 Supplemental as a cargo only flight from Anchorage, Alaska (KANC)Â to KILI.  The Captain reported that the flight from KANC had been uneventful.Â  The Captain reported that during the descent, while at about 250 knots airspeed with his hands on the controls and the autopilot engaged, the airplane pitched to about 20 degrees nose down. The captain reported he then disconnected the autopilot and adjusted the pitch trim while pulling back on the column to recover from the pitch excursion. The flight crew declared an emergency andÂ slowed the airplane to about 200 knots.Â  Approximately 5-10 miles from the airport, while in a slow left turn at 3000 feet msl altitude, the airplane pitched down a second time while the captain was hand flying.Â  Â As he recovered from the pitch down, he was lined up for a 5 mile final approach for runway 35. Â The captain elected to make a high speed, flaps up landing and landed uneventfully on runway 35. Post-flight inspection revealed that the left elevator was bent at the mid span trim tab, had partially detached from the aircraft, and was missing two attachment bolts. A review of the airplane maintenance history showed that while in ""A"" check maintenance, a dent was noted in the left elevator and the elevator was removed.Â  The maintenance team did not follow the EMB 120 maintenance manual procedure for removal of the left elevator.Â  During the non-routine maintenance procedures used by the maintenance team, cotter pin safeties that were removed from castellated nuts on the 2 outboard vertical hinge bolts on the left elevator were not reinstalled.Â The removal of these two bolts is not part of the EMB 120 maintenance manual procedure for removal of the left elevator.Â  The maintenance team did not document the non-routine procedure they used to remove and reinstall the left elevator.  The Require Inspection Items (RII)Â inspector had inspected theÂ elevator installationÂ for the procedures in the manual and was not aware of the undocumented non-routine maintenance procedures used, and hence did not examine the nuts that did not have the required cotter pins, which were not to be removed as part of the approved procedure. The FAA found that the maintenance teams that removed and reinstalled the elevator were inexperienced in EMB 120 elevator removal and reinstallation procedures. Probable Cause: the maintenance personnel's failure to install the cotter pins that secured castellated nuts on the left elevator vertical hinge bolts, which resulted in the left elevator partially detaching in flight. Contributing to the accident was the failure of maintenance personnel to document the non-routine maintenance procedure that was used to remove and reinstall the elevator during maintenance.Accident investigation:   Investigating agency: NTSB Report number: DCA12CA042 Status: Investigation completedDuration: 8 years 1 monthDownload report:  Final report Sources: NTSB DCA12CA042  Location  Revision history:Date/timeContributorUpdates04-Oct-2022 14:57 ASN Update Bot Added Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":46,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/287838"
"10:53","    ATR 72-500 (72-212A)","Friday 17 February 2012","Air KBZ","XY-AIT","543","1998","Pratt & Whitney Canada PW127F","0 / Occupants: 54","0","Substantial, written off","Accident","Thandwe Airport (SNW) -   Myanmar","Landing","Passenger - Scheduled","Heho Airport (HEH/VYHH)","Thandwe Airport (SNW/VYTD)",NA,"Information is only available from news, social media or unofficial sources","An ATR-72-500, XY-AIT, received substantial damage in a runway excursion accident at Thandwe Airport (SNW), Myanmar. All passengers and crew onboard escaped uninjured.  The ATR was cleared to land at runway 20 at Thandwe. It touched down 1500 feet from the threshold and bounced about four times before veering off the left side of the runway into a small sand pile near the end of the runway. The ends of the blades of the starboard propeller sheered off upon striking the sand pile and penetrated the fuselage. The nose landing gear collapsed. There was no fire. Thandwe Airport has a single (02/20) bituminous runway, measuring 5502 x 102 feet.Sources: History of this aircraft Other occurrences involving this aircraft ï»¿  24 August 2008 I-ADLM Air Dolomiti 0 MÃ¼nchen-Franz Josef Strauss Airport (MUC) sub 25 August 2008 I-ADLM Air Dolomiti 0 MÃ¼nchen-Franz Josef Strauss Airport (MUC/EDDM) sub Location  Images: photo (c) anon.; Thandwe Airport (SNW/VYTD); 26 February 2012 photo (c) anon.; Thandwe Airport (SNW/VYTD); 26 February 2012 photo (c) anon.; Thandwe Airport (SNW/VYTD); 26 February 2012 photo (c) arclight; Thandwe Airport (SNW/VYTD); 17 February 2012 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":46,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120217-1"
"","    Let L-410UVP","Friday 17 February 2012","DOSAAF","RF-01152","841213","1984",NA,"0 / Occupants:","0","Substantial, written off","Accident","Tanay Airfield, Kemerovo Oblast -   Russia","Landing","Training","Tanay Airfield","Tanay Airfield",NA,"","A Let L-410UVP sustained substantial damage in an accident near Tanay Airfield, Kemerovo Oblast, Russia. The airplane was on finals to the runway when the undercarriage struck the cabin of a passing truck. The truck then collided with another vehicle on the road. The airplane made a forced landing, sustaining substantial damage to the right hand undercarriage.Sources: Vesti.ru   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":47,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20120217-0"
"19:00","    Boeing 737-832","Saturday 18 February 2012","Delta Air Lines","N374DA","29622/128","1998Total airframe hrs:38815 hours","CFMI CFM56","0 / Occupants: 136","0","None","Accident","Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW) -   United States of America","Approach","Passenger - Scheduled","Los Angeles International Airport, CA (LAX/KLAX)","Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)"," NTSB","Accident investigation report completed and information captured","The flight crew received a preflight weather report as well as updated weather information while en route that advised them of expected turbulence near their destination airport. The National Weather Service issued multiple in-flight weather advisories current for the destination area including a significant meteorological advisory for occasional severe turbulence between 22,000 and 30,000 feet. As a result, the flight crew advised the cabin crew that service would have to be completed prior to entering the area of expected turbulence. As the flight approached its destination, the flight crew made an announcement for passengers and cabin crew to remain seated and make sure their seatbelts were fastened. The flight encountered severe turbulence while descending through 29,000 feet mean sea level, and one flight attendant, who did not have her seatbelt fastened, received serious injuries, and two flight attendants and one passenger, who also did not have their seatbelts fastened, received minor injuries. According to the flight data recorder data (FDR), during the event, the maximum vertical acceleration was   1.568 Gs and the minimum was -0.30 Gs over a time period of 0.625 seconds; these vertical accelerations are considered severe, per International Civil Aviation Organization standards. The accident site was located within the area of moderate to severe turbulence potential. Probable Cause: An in-flight encounter with forecasted turbulence, which resulted in a serious injury to a flight attendant. Contributing to the accident was the flight attendant not being seated with her seatbelt fastened when the encounter occurred.Accident investigation:   Investigating agency: NTSB Report number: CEN12LA166 Status: Investigation completedDuration: 1 year Download report:  Final report Sources: NTSB  Location  Revision history:Date/timeContributorUpdates19-Aug-2017 16:25 ASN Update Bot Added Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":53,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/198992"
